category,text
0,movie body hits peer to peer nets the movie industry has struck out at file sharing networks with another round of lawsuits in the us the motion picture association of america mpaa also said it had succeeded in getting a network called lokitorrent closed down it is the latest network which uses the peer to peer system called bittorrent to be hit by the mpaa the mpaa began its legal campaign against operators of similar networks across four continents in december a dallas court agreed that hollywood lawyers would be allowed access to lokitorrent s server records which could let them single out those who were sharing files illegally in october 2004 the site had provided links to more than 30 000 files the action came after the operators of lokitorrent agreed a settlement with the mpaa a stark message has appeared on the site from the mpaa warning you can click but you can t hide in bittorrent systems server sites do not host the files being shared they host links called trackers that direct people to others that have it instead as well as filing an unspecified number of file suits across the us the mpaa said it had given operators that host edonkey servers take down notices hollywood studios are aggressively clamping down on file sharers who it says infringe copyright laws by copying films and tv programmes then share the files online but it is now targeting the operators of bittorrent networks themselves it has filed 100 lawsuits against operators of bittorrent server sites since december the strategy of hitting those who run the servers which link to copyrighted material is intended to stunt file sharers ability to swap content using bittorrent systems the film industry says the black market for illegally copied videos and dvds already costs them billions every year and it is worried that illegal file sharing is adding to their losses in december the legal action claimed its most high profile victim the popular suprnova org website was forced to close and others like phoenix torrent followed soon after
4,hague given up his pm ambition former conservative leader william hague says he will not stand for the leadership again having given up his ambition to be prime minister mr hague 43 told the daily telegraph he would now find a life dominated by politics too boring and unfulfilling mr hague who stepped down after his party s 2001 election defeat does not rule out a return to the front bench he also told the paper he hopes to remain mp for richmond north yorks and start a family with wife ffion mr hague who recently had published the biography of william pitt the younger also said he wanted to continue writing books and speech writing he told the newspaper i don t know whether i will ever go back on to the front but don t rush me asked if he would stand for the leadership again mr hague replied no definitely not his determination to stay away from a central role will disappoint some senior conservative members who say the party needs him tim collins the shadow education secretary said last week it would be a huge boost to the party if mr hague returned to the front bench mr hague became an mp at 27 and leader of the opposition at 36 he said i feel fortunate that by the age of 40 i had crammed in an entire political career i had been in the cabinet and been leader of the party so now i can branch out into other things it is a very liberating feeling mr hague added that he may have misjudged his own ambition to be prime minister maybe i wasn t as driven by politics as i thought i was he said
4,tory backing for id cards the tories are to back controversial government plans to introduce id cards the shadow cabinet revealed its support ahead of next week s commons vote on a bill to introduce compulsory id the decision follows a tough meeting where some senior tories argued vociferously against the move party sources told the bbc the bill which ministers claim will tackle crime terrorism and illegal immigration is expected to be opposed by the liberal democrats they have said the scheme is deeply flawed and a waste of money sources within the conservative party told the bbc michael howard has always been in favour of id cards and tried to introduce them when he was home secretary the party has been agnostic on the issue until now but had now decided to come off the fence the tory source said despite giving their backing to id cards the conservatives insisted they would hold ministers to account over the precise purpose of the scheme they said they would also press labour over whether objectives could be met and whether the home office would deliver them and they pledged to assess the cost effectiveness of id cards and whether people s privacy would be properly protected it is important to remember that this bill will take a decade to come into full effect a spokesman said it will do nothing to solve the immediate problems of rising crime and uncontrolled immigration lib dem home affairs spokesman mark oaten said this has all the signs of michael howard overruling colleagues concerns over id cards the tories should have the courage to try and change public opinion not follow it the new chairman of the bar council guy mansfield qc warned there was a real risk that people on the margins of society would be driven into the hands of extremists what is going to happen to young asian men when there has been a bomb gone off somewhere they are going to be stopped if they haven t id cards they are going to be detained
0,new browser wins over net surfers the proportion of surfers using microsoft s internet explorer ie has dropped to below 90 say web analysts net traffic monitor onestat com has reported that the open source browser firefox 1 0 released on 9 november seems to be drawing users away from ie while ie s market share has dropped 5 since may to 88 9 mozilla browsers including firefox have grown by 5 firefox is made by the mozilla foundation which was set up by former browser maker netscape in 1998 although there have been other preview versions of firefox version 1 0 was the first complete official program it seems that people are switching from microsoft s internet explorer to mozilla s new firefox browser said niels brinkman co founder of amsterdam based onestat com mozilla browsers including firefox 1 0 now have 7 4 of the market share the figures suggest mozilla said that more than five million have downloaded the free software since its official release supporters of the open source software in the us managed to raise 250 000 133 000 to advertise the release of firefox 1 0 in the new york times and support the mozilla foundation there was a flurry of downloads on its first day of release the figures echo similar research from net analyst websidestory which suggested that ie had 92 9 of users in october compared to 95 5 in june microsoft ie has dominated the browser market for some time after taking the crown from netscape and its share of users has always stayed at around the 95 mark firefox is attractive to many because it is open source that means people are free to adapt the software s core code to create other innovative features like add ons or extensions to the program fewer security holes have also been discovered so far in firefox than in ie paul randle microsoft windows client product manager responded to the figures we certainly respect that some customers will choose alternative browsers and that choosing a browser is about more than a handful of features microsoft continues to make significant investments in ie including service pack 2 with advanced security technologies and continues to encourage a vibrant ecosystem of third party add ons for internet explorer firefox wants to capture 10 of the market by the end of 2005 other browser software like opera and apple s safari are also challenging microsoft s grip on the browser market opera is set to release its version 7 60 by the end of the year onestat com compiled the statistical measurements from two million net users in 100 countries
0,ask jeeves joins web log market ask jeeves has bought the bloglines website to improve the way it handles content from web journals or blogs the bloglines site has become hugely popular as it gives users one place in which to read search and share all the blogs they are interested in ask jeeves said it was not planning to change bloglines but would use the 300 million articles it has archived to round out its index of the web how much ask jeeves paid for bloglines was not revealed bloglines has become popular because it lets users build a list of the blogs they want to follow without having to visit each journal site individually to do this it makes use of a technology known as really simple syndication rss that many blogs have adopted to let other sites know when new entries are made on their journals the acquisition follows similar moves by other search sites google acquired pyra labs makers of the blogger software in 2003 in 2004 msn introduced its own blog system and yahoo has tweaked its technology to do a better job of handling blog entries jim lanzone vice president of search properties at ask jeeves in the us said it did not acquire bloglines just to get a foothold in the blog publishing world he said ask jeeves was much more interested in helping people find information they were looking for rather than helping them write it the universe of readers is vastly larger than the universe of writers he said mr lanzone said the acquisition would sit well with ask s my jeeves service which lets people customise their own web experience and build up a personal collection of useful links search engines are about discovering information for the first time and rss is the ideal way to keep track of and monitor those sites he said it would also help drive information and entries from blogs to the portals that ask jeeves operates there would be no instant sweeping changes to bloglines said mr lanzone our intent is to take our time to figure out the right business model not to try to monetise it right away he said though mr lanzone added that ask jeeves would be helping organise the database of 300m blog entries bloglines holds with its own net indexing technology being able to search the blogosphere as one corpus of information will be very useful in its own right said mr lanzone rumours about the acquisition were broken by the napsterization weblog which said it got the hint from ask jeeves insiders
0,row brewing over peer to peer ads music download networks are proving popular not just with an audience of youngsters keen to take advantage of free music but with advertisers equally keen to reach out to a captive audience the debate over the legitimacy of file sharing networks rages on as the music industry continues its threats to close the services down for good meanwhile the millions of downloaders are proving both an advertiser s dream come true and a branding nightmare paul myers chief executive of wippit a peer to peer service which provides paid for music downloads believes it is time advertisers stopped providing oxygen for companies that support illegal downloading you may be surprised to know that current advertisers on the most popular peer to peer service edonkey who now steadfastly support copyright theft with real cash money include nat west vodafone o2 first direct ntl and renault he said in an open letter to the british phonographic industry last month he urged people to follow his lead and dump brands associated with companies such as edonkey the bpi is equally quick to condemn established brands becoming bedfellows with peer to peer networks networks like edonkey kazaa and grokster facilitate illegal filesharing the bpi strongly believes that any reputable company should look carefully at the support they are giving these networks through their advertising revenue it said in a statement illegal file sharers steal millions of pounds worth of music through these services we are sure that the companies advertising on them would not put up with theft on such a scale from their own businesses it said but the issue is often more complicated for advertisers said mark mulligan a music analyst with jupiter research this has been a problem for a long time ever since the days of napster he told the bbc news website the reality is that the millions of downloaders represent a very attractive audience advertisers probably pay a lot less for putting ads here than on more respected sites and they are reaching the perfect target audience he said if you put the legality issues aside not to advertise here would mean missing out on a valuable audience he added meanwhile companies contacted by the bbc news website insist that they were not directly aware of where their ads have been appearing onetel adverts were spotted on edonkey this week and its response was typical we have investigated this matter and believe that one of our affiliate partners has placed this advert without our knowledge it is not our policy to advertise through peer to peer networks read a statement from the discount phone firm it has requested the advert be removed immediately said a spokeswoman similarly telecommunications firm ntl blames its media buying agency which places adverts with third party networks featuring thousands of sites since the matter was brought to its attention last month the agency has strict instructions to make sure ads do not appear on such sites a spokesman told the bbc news website however mr mulligan was not entirely convinced by these explanations while smaller brands might not necessarily be aware of where the money they allocate to online advertising actually ends this is no excuse for well known brands he said i would be surprised if these brands didn t have the know how to prevent this happening he said at the moment edonkey is enjoying the benefits of having some very well known faces advert on its network many big brands have leveraged the opportunity including perhaps two of the biggest brands in the world senator john kerry and president george w bush said chief executive sam yagan there are some distinct advantages of advertising on such a network he thinks peer to peer clients offer big brands a unique opportunity to engage with their customers where they re most comfortable at their desks interacting with their favourite digital media he said
4,tories would cut number of mps the conservative party would cut the number of mps by about one fifth if they were elected tory leader michael howard has said the plan forms part of the party s smaller government bill to be unveiled later this week mr howard told the sunday times the party would also reduce the number of government special advisers and he said a referendum would be held in wales to decide whether or not to scrap the welsh assembly the changes would all take place within five years of the conservatives winning a general election mr howard told the paper the precise number of mps to go would depend on the result of the welsh referendum but it would probably mean a reduction of around 120 from the current total of 659 if wales decided to keep its assembly it would stand to lose more mps mr howard said as both parties planned to cut the number of civil servants at whitehall labour by more than 80 000 and the tories by almost 100 000 they should accept a similar drop in their own numbers it is all very well saying government departments should be reduced but what about ministers parliament and special advisers he said shadow leader of the commons oliver heald said this will be part of our aim to reduce unnecessary and costly interference in people s lives by reducing the size and role of the state mr howard said the plan would also even out the great unfairness of there being proportionately more scottish and welsh mps at westminster than those from england the average size of an english constituency was 70 000 people mr howard said in northern ireland it was just over 66 000 in wales just over 59 000 and in scotland 53 000 the number of welsh mps would be set at an amount that was consistent and fair in terms of representation with the rest of the united kingdom if the assembly was scrapped mr howard said the changes should be carried out quickly and could even be implemented by the election after next you have got to have a big bang we don t want this like the house of lords reform getting to one stage and then not having the next stage
4,minister defends hunting ban law the law banning hunting with dogs in england and wales is enforceable and very clear alun michael has said the rural affairs minister said it would become obvious if people flouted the law which came into force on friday and pretended they were not some 270 hunts met legally on saturday killing a total of 91 foxes only four were accidentally killed by hounds but anti hunt campaigners said there had been widespread intimidation of activists monitoring hunts countryside alliance chairman john jackson said that saturday had been a massive demonstration by the rural community of support for hunting people had turned out to show en masse that the hunting act was a bad law he said adding that foxes and other animals had been killed legally as far as he was aware although hunting with dogs is now a criminal offence exercising hounds chasing a scent trail and flushing out foxes to be shot are still legal addressing claims that the new law was unenforceable mr michael told bbc radio 4 s today programme there has been a lot of spin about this by those that support hunting the reality is that the law is very clear you can t chase wild mammals with a pack of dogs whether the wild mammal is a fox or a deer if people do so and pretend they re not it s going to become very clear you can t hunt accidentally mr michael also denied the hunting ban had led to a breakdown of trust between the government and rural communities he said most people living in the countryside were more concerned with issues like the economy the health service and their children s future than hunting but the league against cruel sports claimed the new act had been broken even though the numbers of foxes killed had fallen thousands of hunt supporters turned out at 270 hunts across england and wales on the first day of the ban with anti hunt groups sending out 100 monitors to check the law was not being broken there were only four arrests over alleged hunting of hares in wiltshire although it was not clear whether they were made under the hunting act they have been released on bail but police say they may face prosecution under new poaching laws but penny little who monitored the bicester hunt in oxfordshire said she had witnessed gratuitous spiteful killing of foxes if people tried to run circles around this law the only outcome would be that it was tightened up she said mike hobday from the league against cruel sports said video evidence of the law being broken would be passed onto police he said intimidation seemed to have been widespread and called on hunts to do more to stop their supporters intimidating anti hunt activists videoing hunts but mr jackson who had been at the bicester hunt in oxfordshire denied there was any intimidation
4,tories reject rethink on axed mp sacked mp howard flight s local conservative association has insisted he will not be its candidate at the general election russell tanguay agent for arundel and south downs tories said mr flight was ineligible to be a candidate and the association was seeking a substitute the news comes despite mr flight s allies saying they had enough support to hold a meeting to discuss his fate mr flight landed in trouble over remarks on tory tax and spending plans he quit as tory deputy chairman after apparently suggesting the tories planned extra spending cuts but he wants to continue as an mp tory headquarters says he cannot stand as a conservative candidate because he is no longer an approved candidate mr tanguay backed that view on tuesday saying howard flight is ineligible to stand as a conservative party candidate the association is in the process of selecting a new candidate but the local tory chairman made similar comments on friday and dissent continues two local councillors who back mr flight met mr tanguay and the local association s chairman in arundel on tuesday afternoon but did not comment as they left the meeting mr flight says he will not stand down as a candidate unless his local party instructs him to do so at an extraordinary general meeting egm the mp who is consulting his lawyers told bbc news they selected me and they if you like dispose of me or keep me mr flight s supporters also say they have the 50 signatures needed to trigger the egm at a news conference mr howard insisted he had played by the party s rules the tory leader who argues he is ensuring honesty said we do not say one thing in private and another thing in public labour election campaign coordinator alan milburn said the tories were in turmoil because mr flight had exposed their hidden plans the comments were not a one off he said claiming mr howard and other senior tories were obsessively committed to cutting public spending liberal democrat chairman matthew taylor said whilst i disagree with howard flight s views it seems extraordinary to sack somebody for telling the truth it has also emerged mr howard has suspended slough s constituency conservative association for refusing to deselect its candidate adrian hilton was abandoned after suggesting the signing of the maastricht treaty under john major s government was an act of treason the catholic herald also highlighted articles he wrote about the role of catholicism in the european union mr hilton was chosen to fight the seat after the previous candidate robert oulds was sacked for being pictured with a range of guns and a hunting knife slough conservative association has now been placed on support status and is being run from conservative campaign headquarters says a senior party spokesman mr hilton on tuesday said he was considering taking legal action against his deposal he said the local party had only learned of the final decision on the bbc news website on monday evening there are people at central office who are behaving like little dictators and seemingly people who are ordinary members are being treated with contempt he said the party says it did try to contact the local conservative chairman
3,uk directors guild nominees named martin scorsese and clint eastwood are among the nominees for the top prize at the directors guild of great britain awards now in their second year the oscar rivals will compete for the international film prize at the ceremony to be held at the curzon mayfair cinema in london on 20 march other nominees include bill condon for kinsey and michel gondry for eternal sunshine of the spotless mind mike leigh s vera drake is among the nominees for best british film the awards will see eastwood and scorsese once again competing for the directing prize following last weekend s oscars clint eastwood won best director for million dollar baby beating scorsese who was nominated for a fifth time for the howard hughes biopic the aviator mike leigh will compete for the british film prize with shane meadows for dead man s shoes roger michell for enduring love and my summer of love director pawel pawlikowski nominees for best foreign film include spain s pedro almodovar for bad education and hong kong director wong kar wai for 2046 in the tv categories comedy series early doors and the alan clark diaries will compete for the best directing award for a 30 minute television show while the directors of shameless hustle and bodies are all nominated for the 60 minute television prize the directors of omagh and sex traffic are among the nominees for a television movie or mini series american beauty s sam mendes will receive a lifetime achievement award for his work in film and theatre while theatre director simon mcburney will be given an award for outstanding directorial achievement
0,napster offers rented music to go music downloading for those that have rejected the free peer to peer services can be a costly business the cost of paying even as little as 70p per track can add up particularly for those people who own one of the new generation of players that can store thousands of songs paying per track for music is becoming as outmoded as paying per minute for internet access and alternative monthly or yearly subscription models are springing up as a more convenient and ultimately cheaper way of owning music music fans are moving away from buying the traditional bundled package of a dozen or more songs that we used to call an album to newer ways that fit their lifestyle either single tracks or subscriptions services said paul myers chief executive of wippit a uk based music download service while itunes is doing good business with its sales of individual tracks to ipod owners others are questioning whether the concept of owning music is even valid in the digital age napster is due to launch a new rental subscription service dubbed napster to go in the uk in the next few months the service can be used on players that support microsoft windows latest digital rights management technology known as janus this includes players made by samsung rio and creative currently on offer in beta version in the us the service costs 15 per month for unlimited downloads the technology ensures that music downloaded to the player only remains playable while the user subscribes to the service users need to update their license on a monthly basis or the tunes will no longer play this has outraged some digital music lovers especially as napster already offers a cheaper service for downloading music to the pc napster claims the higher price is a result of record labels charging more for the to go service and says it also offers greater value for customers mr myers is not convinced a rental model will work for consumers we ve been offering our unlimited music subscription service for more than three years now and our customers know what they want format interoperability excellent value and the reassurance that music purchased from wippit is theirs to keep and enjoy on whatever device they choose he said who wants to download a track that won t play next month if you decide to unsubscribe to the service or change portable player for an ipod or the latest mobile phone wippit offers a download subscription service for 4 99 per month or 50 per year it has a catalogue of around 60 000 songs
2,player burn out worries robinson england coach andy robinson says english rugby has to act now to prevent injury destroying players careers he will be without a host of big names for the six nations as the intensity of professional rugby union hits players injuries are part of the sport but we have to have a look at the amount of injuries that occur in the english season robinson told bbc sport i think players are probably going to have three or four years taken off their careers robinson will be missing an entire midfield for the six nations with the likes of jonny wilkinson mike tindall and will greenwood injured rugby union has become far more physically demanding since the game went professional nearly 10 years ago as a result three of the major stakeholders in english rugby have launched an injury audit to find out how players are coping the audit is jointly funded by the professional rugby players association the rugby football union and premier rugby as far as robinson is concerned its findings must not be ignored i think there s an injury audit coming out in march that s got some great information in there that i think everybody in the english game has got to look at he said if we don t the situation is going to get worse and not better so i think rugby as a whole has got to look at this
0,digital guru floats sub 100 pc nicholas negroponte chairman and founder of mit s media labs says he is developing a laptop pc that will go on sale for less than 100 53 he told the bbc world service programme go digital he hoped it would become an education tool in developing countries he said one laptop per child could be very important to the development of not just that child but now the whole family village and neighbourhood he said the child could use the laptop like a text book he described the device as a stripped down laptop which would run a linux based operating system we have to get the display down to below 20 to do this we need to rear project the image rather than using an ordinary flat panel the second trick is to get rid of the fat if you can skinny it down you can gain speed and the ability to use smaller processors and slower memory the device will probably be exported as a kit of parts to be assembled locally to keep costs down mr negroponte said this was a not for profit venture though he recognised that the manufacturers of the components would be making money in 1995 mr negroponte published the bestselling being digital now widely seen as predicting the digital age the concept is based on experiments in the us state of maine where children were given laptop computers to take home and do their work on while the idea was popular amongst the children it initially received some resistance from the teachers and there were problems with laptops getting broken however mr negroponte has adapted the idea to his own work in cambodia where he set up two schools together with his wife and gave the children laptops we put in 25 laptops three years ago only one has been broken the kids cherish these things it s also a tv a telephone and a games machine not just a textbook mr negroponte wants the laptops to become more common than mobile phones but conceded this was ambitious nokia make 200 million cell phones a year so for us to claim we re going to make 200 million laptops is a big number but we re not talking about doing it in three or five years we re talking about months he plans to be distributing them by the end of 2006 and is already in discussion with the chinese education ministry who are expected to make a large order in china they spend 17 per child per year on textbooks that s for five or six years so if we can distribute and sell laptops in quantities of one million or more to ministries of education that s cheaper and the marketing overheads go away
2,radcliffe tackles marathon tasks paula radcliffe faces arguably the biggest test of her career in the new york city marathon on sunday back under the spotlight of public scrutiny she will attempt to erase the double disappointment of the athens olympics where she failed to finish the marathon and then the 10 000m bbc sport examines the challenges facing radcliffe ahead of the big race the ability to run a gruelling 26 2 miles relies largely upon an athlete s belief that they can do it every runner will hit the wall at some stage and see written on it are you strong enough to finish the question could hit radcliffe hard after she was unable to complete her last two races in high profile and emotional circumstances sports psychologist hugh richards says the 30 year old must draw on her past achievements to conquer a potential crisis of confidence there is an old adage get straight back on the horse that threw you richards told bbc sport paula has got all those great runs in her history as well as the two upsets in athens she must not lose faith in what has already been proven is a very effective strategy for distance running if she were to change her preparation and tactics that would be madness she wants to start rebuilding her confidence through performance accomplishment for much of the watching media and public there can only be two possible outcomes in new york win or lose if radcliffe crosses the line first she will have proved her critics wrong but if she fails to triumph she risks being labelled a has been and her profile will suffer and for any athlete that can have repercussions in terms of sponsorship appearance fees as well as further self esteem issues athletes need to try and stay focused on their internal controls and ignore external questions explains richards who has worked with past olympians she must not get caught up in someone else s agenda radcliffe s best friend and fellow distance runner liz yelling revealed the 30 year old is already aware she will be exposing herself to more public scrutiny in new york she just thought well they can t think any worse of me now yelling told bbc sport she s just doing what she wants to do and not thinking about the consequences of it radcliffe described her decision to enter the new york marathon as impulsive but she is certain to have a tick list of personal goals her aims could be as simple as completing a race and making sure she is still enjoying running but richards says she must avoid more emotional targets such as redemption you can t change history warned richards only one person can win the marathon but lots of people can be successful paula has to figure out what sort of things will she feel satisfied achieving by the end of the race the course from staten island to central park is renowned as one of the toughest in the world it is also not the kind of fast course that tends to suit radcliffe better with the undulating finish through the park testing the legs final reserves radcliffe has never raced there before and will enter the unknown just 77 days after the athens marathon it s suggested after a major marathon you take a full month off and start building up again said yelling herself a marathon runner but that is only for long term health and fitness when you finish a marathon you are still very fit and can recover quickly so physically it is possible for paula richards also points out conditions in new york will be more conducive to a strong physical display from radcliffe the heat stress was the primary factor that tripped her up in athens he said and that just isn t going to be there in new york that s been taken out of the equation radcliffe concedes she will probably learn a lot from her bad experiences in athens in time and richards and yelling agree she could turn the trauma to her advantage starting in new york how you respond to adversity is what marks you out as elite or not argues richards one of the challenges of massive set backs is how you turn them into opportunities and yelling says i think this will probably make paula i think it will drive her on and she ll come out of it a better athlete
0,world tour for top video gamers two uk gamers are about to embark on a world tour as part of the most lucrative ever global games tournament aaron foster and david treacy have won the right to take part in a tournament offering 1m in total prize money the cash will be handed out over 10 separate competitions in a continent hopping contest organised by the cyberathlete professional league as part of their prize the pair will have their travel costs paid to ensure they can get to the different bouts the cpl world tour kicks off in mid february and the first leg will be in istanbul all ten bouts of the tournament will be played throughout 2005 each one in a different country at each stop 50 000 in prize money will be up for grabs the tournament champion for each leg of the cpl world tour will walk away with a 15 000 prize the winner of the grand final will get a prize purse of 150 000 from a total pot of 500 000 winners of each stage of the tour automatically get a place at the next stop the world tour stops are open to any keen gamer that registers online registration for the first stop opens this weekend some pro players are winning a spot at the tour destinations through qualifying events organised by cpl partners winners at these qualifiers get seeded higher in the elimination parts of each tournament mr foster and mr treacy get the chance to attend the world tour as members of the uk s four kings gaming clan towards the end of 2004 four kings staged a series of online painkiller competitions to reveal the uk s top players of the pc game the best eight players met face to face in a special elimination event in late december where mr foster and mr tracey proved their prowess at painkiller as part of their prize the pair also get a contract with four kings intel which is one of the uk s few pro gaming teams there are a lot of people who take gaming very seriously and support their local or national team with the same passion as any other sport said simon bysshe who filmed the event for four kings and intel more than 80 000 people have downloaded the movie of the tournament highlights professional gaming is here to stay and will only grow in popularity he said
0,gadget market to grow in 2005 the explosion in consumer technology is to continue into 2005 delegates at the world s largest gadget show in las vegas have been told the number of gadgets in the shops is predicted to grow by 11 while devices which talk to each other will become increasingly important everything is going digital kirsten pfeifer from the consumer electronics association told the bbc news website the consumer electronics show ces featured the pick of 2005 s products consumers are controlling what they want and technologies like hdtvs high definition tvs digital radio and digital cameras will remain strong in 2005 all the products on show really showed the breadth and depth of the industry despite showing diversity some delegates attending complained that the showcase lacked as much wow factor as in previous years the portable technologies on show also reflected one of the buzzwords of ces which was the time and place shifting of multimedia content being able to watch and listen to video and music anywhere at any time at the start of last year s ces the cea predicted there would be an average growth of 4 in 2004 that figure was surpassed with the rise in popularity of portable digital music players personal video recorders and digital cameras it was clear also that gadgets are becoming a lot more about lifestyle choice with fashion and personalisation becoming increasingly key to the way gadgets are designed part of this has been the rise in spending power of the generation x ers who have grown up with technology and who now have the spending power and desire for more devices that suit them more than 57 of the consumer electronics market is made up of female buyers according to cea research hybrid devices which combine a number of multimedia functions were also in evidence on the show floor a lot of this is driven by just the ability to do it said stephen baker a consumer electronics analyst with retail research firm npd group some of these functions cost next to nothing to add as well as the show floor showcasing everything from tiny wearable mp3 players to giant high definition tvs several keynote speeches were made by industry leaders such as microsoft chief bill gates despite several embarrassing technical glitches during mr gate s pre show speech he announced several new partnerships mainly for the us market he unveiled new ways of letting people take tv shows recorded on personal video recorders and watch them back on portable devices he disappointed some however by failing to announce any details of the next generation of the xbox games console another disappointment was the lack of exposure sony s new portable games device the psp had at the show sony said the much anticipated gadget would most likely start shipping in march for the us and europe it went on sale in japan before christmas there were only two psps embedded in glass cabinets at the show though and no representatives to discuss further details a sony representative told the bbc news website this was because sony did not consider it to be part of their consumer technology offering elsewhere at the show there was a plethora of colour and plasma screens including samsung s 102 inch 2 6 metre plasma the largest in the world industry experts were also excited about high definition technologies coming to the fore in 2005 with new formats for dvds coming out which will hold six times as much data as conventional dvds with so many devices on the move there were a lot of products on show offering external storage like seagate s 5gb pocket sized external hard drive which won an innovation for engineering and design prize more than 120 000 trade professionals attended ces in las vegas which officially ran from 6 to 9 january
2,wasps 31 37 leicester leicester withstood a stunning wasps comeback to win a pulsating heineken cup encounter at the causeway stadium the tigers stormed 22 6 ahead within 18 minutes through tries from lewis moody geordan murphy and martin corry european champions wasps fought back through a josh lewsey try and mark van gisbergen s boot and they were level at 31 31 with five minutes remaining but it was the visitors who kept their cool as andy goode kicked the tigers to victory with a penalty and a drop goal the closing moments saw desperate defence from leicester as wasps turned down several penalties to go for the try they needed wasps pounded the line and a penalty try looked likely before referee nigel williams controversially blew for full time fly half goode was the tigers hero kicking 22 points in total while leicester s overwhelming domination in the scrums ultimately told even their lack of discipline in defence which presented the admirable van ginsberg with 26 points could not undo them as they held out for a famous win lawrence dallaglio s team have now got it all to do in the quest for a quarter final place given that two of their last three games are away against leicester and biarritz however wasps rugby director warren gatland warned his side will will not relinquish their european title without a fight if we lose next week then we are struggling said gatland but we don t want to give this trophy away we worked so hard to win it last season we will go down fighting we have got to get our scrum right next week it is the biggest cause for concern leicester coach john wells saluted the outstanding work of graham rowntree and julian white who were magnificent up front they were the backbone of our performance today said wells and to score three tries against the european champions at home was also something i am pleased about van gisbergen lewsey erinle abbott voyce king dawson dowd greening green shaw birkett worsley o connor dallaglio capt replacements gotting mckenzie lock hart biljon brooks hoadley murphy rabeni smith gibson healey goode ellis rowntree chuter white m johnson capt l deacon moody back corry replacements from buckland cockerill morris kay w johnson b deacon h tuilagi bemand a tuiliagi lloyd vesty
1,cash gives way to flexible friend spending on credit and debit cards has overtaken cash spending in the uk for the first time the moment that plastic finally toppled cash happened at 10 38am on wednesday according to the association for payment clearing services apacs apacs chose school teacher helen carroll from portsmouth to make the historic transaction the switch over took place as she paid for her groceries in the supermarket chain tesco s cromwell road branch mrs carroll was born in the same year that plastic cards first appeared in the uk i pay for most things with my debit card with occasional purchases on one of my credit cards said mrs carroll who teaches at peel common infants school in gosport spending patterns for the year and estimates for december led apacs to conclude that 10 38am was the time that plastic would finally rule the roost shoppers in the uk are expected to put 269bn on plastic cards during the whole of 2004 compared with 268bn paid with cash apacs said when the first plastic cards appeared in the uk in june 1966 issued by barclaycard but only a handful of retailers accepted them and very few customers held them but in less than 40 years plastic has become our most popular way to pay due to the added security and flexibility it offers said apacs spokeswoman jemma smith the key driver has been the introduction of debit cards which now account for two thirds of plastic card transactions and are used by millions of us every day
3,eminem secret gig venue revealed rapper eminem is to play an intimate gig in london on saturday following a show on the river thames on friday the us star will play just two songs at a night showcasing his label shady records at the islington academy eminem performed on hms belfast on friday which is docked on the river thames where he filmed two songs for bbc one s top of the pops he arrived in the uk on friday following his appearance at the mtv europe music awards in rome other rap acts who may appear at the islington gig include stat quo proof dj green lantern swift and obie trice eminem s latest album soared to the top of the us chart after just three days on sale in record shops encore is now a chart topper on both sides of the atlantic following its debut at number one in the uk the fourth album from the rap star was on sale for two days before it outsold all of its rivals the album was released early in an effort to combat both physical and online piracy eminem s album includes the track mosh which is a tirade against us president bush and the presence of us troops in iraq the rapper was criticised earlier this year after a performance on bbc one s top of the pops in april led 12 viewers to complain he was lewd and offensive the complaints about the star grabbing his crotch were upheld by the bbc the performer had been asked to tone his act down after rehearsal but ignored this request during the live broadcast a bbc statement read although his gestures were part of the rap culture they had gone beyond what is expected
